geocode,graph_emb_0,graph_emb_1,graph_emb_2,graph_emb_3,graph_emb_4,graph_emb_5,graph_emb_6,graph_emb_7,graph_emb_8,graph_emb_9,graph_emb_10,graph_emb_11,graph_emb_12,graph_emb_13,graph_emb_14,graph_emb_15
1200393,-1.4291480419759898e-07,-3.1860741090675787e-07,1.0731470833416803e-06,9.932123541716595e-07,2.5168645593688356e-07,1.1127395402301162e-07,-4.677444103480853e-07,2.7049760692363685e-07,7.120750751227141e-08,-5.520302326080567e-07,-3.995577094359741e-07,-1.986413606432527e-07,-1.0523294202387969e-07,-1.6247031645678695e-07,2.308281785507043e-07,2.0194242998743328e-07
1200401,-4.847258358728316e-07,1.0067339851187097e-06,7.283056427238346e-08,1.0286424158282737e-09,-3.3480502061230784e-07,2.1969719088786117e-09,-7.95952450077286e-09,-1.9746383941762454e-07,-2.652177633129422e-07,6.938991490247186e-07,4.363892800936275e-07,-2.6394688779278447e-07,1.819067435659689e-08,-4.818577049726697e-07,4.7506924380116033e-07,-2.2706600059067197e-07
1200435,-2.1379027927045695e-06,1.4345092056859946e-06,-1.5267223121988655e-06,5.912188922693259e-07,1.589856015524043e-06,-8.156136057097035e-07,-1.2528437770206894e-07,1.411723230413389e-06,1.5361023419235962e-06,-5.313506131898239e-07,1.0806309754224269e-06,1.5465251906392122e-06,-1.1550016540681072e-07,4.4186272949210133e-07,-7.649649829793625e-08,-8.626601045355849e-07
1200500,-4.847258358529781e-07,1.0067339850937665e-06,7.28305642720946e-08,1.0286424166746102e-09,-3.3480502060849974e-07,2.1969719088846687e-09,-7.959524500586023e-09,-1.974638394154007e-07,-2.652177633099504e-07,6.9389914902661e-07,4.363892800959875e-07,-2.639468877900121e-07,1.8190674355850597e-08,-4.81857704970261e-07,4.7506924379753513e-07,-2.270660006042844e-07
1200609,-1.429148041840969e-07,-3.1860741092355236e-07,1.0731470833444163e-06,9.93212354174719e-07,2.5168645594499326e-07,1.1127395403548143e-07,-4.67744410360972e-07,2.704976069277101e-07,7.120750751602259e-08,-5.520302326357169e-07,-3.9955770942357795e-07,-1.9864136063337544e-07,-1.0523294202223767e-07,-1.6247031644530233e-07,2.3082817856698283e-07,2.0194242999236113e-07
1300029,1.4903092737909498e-08,1.0891681310066828e-09,-5.978846530115634e-09,-3.762110131635997e-09,-3.712297843685981e-08,-5.6961565061789e-10,-1.0933797584465897e-09,-9.633606422394812e-09,-1.931849711231508e-08,-7.66018765769049e-08,1.6003019436304597e-08,-1.7755837104685753e-08,4.3102442748826346e-09,-1.993798623448196e-08,2.8486208328869923e-08,1.1595852800801147e-07
1300060,2.871891531072936e-07,1.2146063928275142e-07,3.063300906985659e-08,-3.020356971819931e-08,-5.246916692660035e-09,1.0290765516405697e-09,-4.12712779805854e-09,3.87647376299671e-08,6.233151701154254e-08,2.582757824572648e-07,2.2679768131693207e-07,5.8200427496653334e-08,-4.606420605510499e-09,9.269396822720483e-08,-5.332618186366537e-08,2.406733112610503e-07
1300086,2.871891530949948e-07,1.2146063929698676e-07,3.063300907190027e-08,-3.020356971990121e-08,-5.246916695265535e-09,1.0290765519789594e-09,-4.127127798211112e-09,3.8764737626922796e-08,6.233151700827141e-08,2.582757824641557e-07,2.2679768131664736e-07,5.8200427493071715e-08,-4.606420605291144e-09,9.269396822364134e-08,-5.332618186011911e-08,2.406733112712403e-07
1300102,2.871891531049073e-07,1.2146063928551786e-07,3.063300906940774e-08,-3.0203569718826644e-08,-5.246916692937782e-09,1.0290765512843924e-09,-4.127127797969866e-09,3.876473762938083e-08,6.233151701059215e-08,2.582757824601044e-07,2.2679768131535354e-07,5.820042749561038e-08,-4.6064206060901074e-09,9.269396822670596e-08,-5.3326181863057175e-08,2.406733112614466e-07
1300144,-9.848499396944295e-07,1.7774720790710703e-06,1.2929358233272914e-07,-1.588371786850104e-08,-5.422481488594226e-07,9.393179981251986e-09,-1.593882117665913e-08,-2.595680413143791e-07,-3.709697360447161e-07,9.023857148722683e-07,6.364125953928792e-07,-3.6877877842455267e-07,4.55942532458538e-08,-6.53117172572907e-07,6.739972694909056e-07,-1.829569909330212e-07
1300201,2.7889738553000166e-08,4.517178680673745e-08,6.344531552302033e-08,2.0881341386438936e-08,3.8735096793697535e-07,1.7148288290084487e-08,2.3164970466940127e-08,9.43913374980176e-08,2.172802018856541e-07,1.0654982322480637e-06,-1.963326992622785e-07,1.810710782067255e-07,-4.0707444247275696e-08,2.752884908427576e-07,-3.827334561144178e-07,-1.3772293660469997e-06
1300300,2.871891530967977e-07,1.2146063929397831e-07,3.0633009072630885e-08,-3.020356971975743e-08,-5.246916694997581e-09,1.029076551878586e-09,-4.127127798144461e-09,3.8764737627328194e-08,6.233151700883397e-08,2.5827578246005393e-07,2.2679768131581652e-07,5.820042749356782e-08,-4.60642060555653e-09,9.269396822455487e-08,-5.332618186107141e-08,2.406733112672195e-07
1300409,2.871891531059143e-07,1.2146063928525102e-07,3.063300907039788e-08,-3.0203569718452296e-08,-5.2469166927510206e-09,1.029076551635676e-09,-4.127127798196391e-09,3.876473762975397e-08,6.23315170107434e-08,2.5827578246054484e-07,2.2679768131498572e-07,5.820042749585631e-08,-4.606420606261618e-09,9.269396822681188e-08,-5.332618186232244e-08,2.4067331126275003e-07
1300508,4.320411503760691e-07,5.368500792201552e-07,4.878781078455958e-07,-1.1349939027411515e-06,1.3818644178791544e-06,1.6396165906408206e-06,-1.2759282165417913e-06,-5.386708439488318e-07,9.461114842472086e-07,1.7512050880523239e-07,1.1117928336128222e-07,6.497442814017318e-07,-5.535461830672972e-07,-4.1111557586279245e-07,-4.6447708127647265e-07,-2.9156552331899136e-07
1300607,2.871891531083825e-07,1.2146063928164697e-07,3.063300906956194e-08,-3.0203569718357607e-08,-5.246916692220108e-09,1.0290765517390675e-09,-4.12712779806603e-09,3.876473763028759e-08,6.233151701191676e-08,2.5827578245652366e-07,2.2679768131739317e-07,5.820042749701341e-08,-4.606420605986716e-09,9.269396822777748e-08,-5.332618186403969e-08,2.406733112620003e-07
1300631,2.8718915309560876e-07,1.214606392973984e-07,3.0633009072751574e-08,-3.0203569719816005e-08,-5.2469166954069205e-09,1.0290765520925832e-09,-4.127127798196133e-09,3.876473762711376e-08,6.233151700854443e-08,2.582757824644781e-07,2.267976813161151e-07,5.820042749309155e-08,-4.606420605354131e-09,9.269396822367175e-08,-5.3326181859962335e-08,2.4067331127128537e-07
1300680,4.320411503724513e-07,5.368500792174574e-07,4.87878107845929e-07,-1.1349939027368797e-06,1.3818644178756187e-06,1.639616590639325e-06,-1.2759282165353032e-06,-5.386708439472926e-07,9.461114842501105e-07,1.751205088007665e-07,1.1117928335874642e-07,6.49744281404078e-07,-5.535461830735366e-07,-4.1111557586710205e-07,-4.644770812794938e-07,-2.9156552331825317e-07
1300805,2.8718915309944e-07,1.2146063929122493e-07,3.0633009071727193e-08,-3.020356971911184e-08,-5.246916694206339e-09,1.0290765517893423e-09,-4.127127798144358e-09,3.876473762825788e-08,6.233151700962461e-08,2.5827578245754703e-07,2.2679768131452125e-07,5.820042749441736e-08,-4.606420605622098e-09,9.269396822518911e-08,-5.332618186117749e-08,2.406733112649566e-07
1300904,8.016708204954959e-06,-9.148607533175594e-07,3.0584926060949845e-05,-0.005665653426355291,-0.08943220939676852,-0.047278418084646626,0.3016006867125077,-0.003447249804808504,0.09511973180229755,-0.0651327025163287,0.023833333224915,0.040119618432331305,-0.1199230506964584,0.008516576609039612,-0.17360190549692484,6.942982795995587e-05
1301001,2.8718915310613436e-07,1.2146063928349747e-07,3.063300907032112e-08,-3.0203569718703924e-08,-5.246916692952452e-09,1.0290765513862162e-09,-4.127127797966397e-09,3.876473763003769e-08,6.233151701138324e-08,2.5827578245663743e-07,2.2679768131646204e-07,5.820042749645568e-08,-4.606420605995389e-09,9.269396822718136e-08,-5.3326181863433965e-08,2.406733112627237e-07
1301100,2.8718915309552845e-07,1.2146063929617205e-07,3.063300907321417e-08,-3.0203569720012127e-08,-5.246916695367726e-09,1.0290765519516182e-09,-4.127127798193808e-09,3.876473762710575e-08,6.233151700848644e-08,2.5827578246327255e-07,2.2679768131584201e-07,5.820042749325367e-08,-4.6064206053741355e-09,9.269396822384368e-08,-5.3326181860060425e-08,2.406733112686407e-07
1301159,2.8718915309500355e-07,1.2146063929568194e-07,3.063300907328431e-08,-3.0203569719527624e-08,-5.246916695120621e-09,1.0290765519327605e-09,-4.127127798182256e-09,3.87647376269092e-08,6.233151700815138e-08,2.5827578246079133e-07,2.2679768131619798e-07,5.820042749299996e-08,-4.606420605490969e-09,9.269396822400875e-08,-5.332618186047093e-08,2.406733112700698e-07
1301209,2.8718915310556986e-07,1.2146063928472686e-07,3.063300907051848e-08,-3.020356971891827e-08,-5.246916693553379e-09,1.0290765513561943e-09,-4.127127797967633e-09,3.876473762927686e-08,6.23315170103652e-08,2.5827578246001206e-07,2.2679768131567398e-07,5.820042749549774e-08,-4.6064206063755675e-09,9.269396822661412e-08,-5.332618186248551e-08,2.4067331126331045e-07
1301308,2.8718915310491204e-07,1.2146063928533794e-07,3.0633009070673074e-08,-3.020356971891782e-08,-5.246916693383205e-09,1.0290765514854911e-09,-4.12712779796314e-09,3.876473762965523e-08,6.233151701065102e-08,2.58275782461773e-07,2.2679768131528128e-07,5.820042749571676e-08,-4.606420606647824e-09,9.269396822664724e-08,-5.332618186225237e-08,2.406733112628372e-07
1301407,2.871891531080174e-07,1.2146063928197467e-07,3.063300906973548e-08,-3.020356971866883e-08,-5.246916692276911e-09,1.029076551774401e-09,-4.127127797991465e-09,3.876473762972608e-08,6.233151701133018e-08,2.582757824564166e-07,2.267976813170086e-07,5.8200427496443667e-08,-4.606420605757515e-09,9.26939682273982e-08,-5.3326181863986185e-08,2.406733112636521e-07
1301506,2.871891531071539e-07,1.2146063928247066e-07,3.0633009069876956e-08,-3.020356971905614e-08,-5.2469166921151305e-09,1.029076551239363e-09,-4.127127797947418e-09,3.8764737630674186e-08,6.233151701217885e-08,2.582757824562573e-07,2.2679768131730386e-07,5.820042749736621e-08,-4.606420605743983e-09,9.269396822812925e-08,-5.3326181864522244e-08,2.406733112607451e-07
1301654,2.871891531077845e-07,1.2146063928249403e-07,3.063300906943464e-08,-3.020356971863564e-08,-5.246916692678034e-09,1.0290765518028824e-09,-4.12712779810015e-09,3.876473762947389e-08,6.233151701115405e-08,2.58275782457096e-07,2.2679768131712686e-07,5.820042749626932e-08,-4.6064206054724616e-09,9.269396822694846e-08,-5.332618186341973e-08,2.406733112643605e-07
1301704,2.8718915310397633e-07,1.2146063928696197e-07,3.0633009070479765e-08,-3.020356971865919e-08,-5.246916693644681e-09,1.0290765514756084e-09,-4.127127797998403e-09,3.8764737629213504e-08,6.23315170104132e-08,2.5827578245941363e-07,2.2679768131485122e-07,5.820042749540417e-08,-4.606420605955297e-09,9.269396822624744e-08,-5.33261818621334e-08,2.406733112625373e-07
1301803,2.8718915310824305e-07,1.2146063928158418e-07,3.0633009069419366e-08,-3.0203569718577544e-08,-5.2469166922482825e-09,1.029076551727052e-09,-4.127127797974445e-09,3.87647376301867e-08,6.233151701191156e-08,2.582757824567903e-07,2.2679768131704374e-07,5.8200427497041e-08,-4.606420605400226e-09,9.269396822753003e-08,-5.3326181864191815e-08,2.4067331126255283e-07
